Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Anno,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,Abbinamento,Menzioni,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0000415,,,,,,2015,Chianti Classico Riserva Famiglia Zingarelli,DOCG,Chianti Classico,Rocca delle Macie,Toscana,4,20-24,Sangiovese 90% – Cabernet Sauvignon 5% – Colorino 5%,Beccaccia al ginepro,Riserva,89,,89,,na,Rosso fermo,14,270k,24 mesi in botte grande + 3 mesi in bottiglia,"Rosso rubino lucente e compatto. Aromi di frutti di bosco, ribes nero e mora di gelso si avvicendano con un bouquet di rose, ginepro, tostature di caffè, fava tonka e accenni balsamici e di cacao. Al palato è potente: un assaggio di notevole freschezza rivela un tannino vibrante. Decisamente persistente. Necessita di un ulteriore periodo di evoluzione.",,na,na,na,na,na,Italia,2,,,
,0000415,,,,,,2016,Chianti Classico Riserva Famiglia Zingarelli,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3,20-24,Sangiovese 90% – Cabernet Sauvignon 5% – Colorino 5%,nd,Riserva,86,,86,,na,Rosso fermo,14.5,270k,24 mesi in botte grande + 3 mesi in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000415,,,,,,2017,Chianti Classico Riserva Famiglia Zingarelli,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3,20-24,Sangiovese 90% – Cabernet Sauvignon 5% – Colorino 5%,nd,Riserva,85,,85,,na,Rosso fermo,14.5,270k,24 mesi in botte grande + 3 mesi in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000415,,,,,,2018,Chianti Classico Riserva Famiglia Zingarelli,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3,20-24,Sangiovese 90% – Cabernet Sauvignon 5% – Colorino 5%,nd,Riserva,85,,85,,na,Rosso fermo,14.5,270k,24 mesi in botte grande + 3 mesi in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000415-1,3.36,25,1.15,#DIV/0!,3.3,,Chianti Classico Riserva Famiglia Zingarelli,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3★-4★,20-24,Sangiovese – Colorino – Merlot,Spiedo di uccelli con fagioli – Beccaccia al ginepro,Riserva,na,,na,,na,Rosso fermo,14.5,6k-270k,24 mesi in botte grande + 3 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000414,,,,,,2015,Chianti Classico Riserva Ser Gioveto,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3,25-29,Sangiovese 100%,Carrè di maiale al forno,Riserva,86,,86,,na,Rosso fermo,14.5,7k,18 mesi in barrique + 12 mesi in bottiglia,"Rosso rubino fitto dal riflesso granato. Olfatto pervaso subito da note speziate; si apre poi con fiori essiccati, mirtillo, prugna e un tocco di cuoio. Caldo e strutturato al palato, ha tannini ben fusi e discreta sapidità. ",,na,na,na,na,na,Italia,2,,,
,0000414,,,,,,2016,Chianti Classico Riserva Ser Gioveto,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3,25-29,Sangiovese 100%,Stufato di manzo con patate,Riserva,86,,86,,na,Rosso fermo,14.5,7k,12 mesi in botte grande + 12 mesi in bottiglia,"Tenue rosso granato. l bouquet è composto da fiori essiccati, confettura di ciliegia, rabarbaro, chiodi di garofano e cuoio. È strutturato in virtù di una fitta densità di tannini che danno volume all'assaggio. Nella conclusione persiste la mora di rovo. ",,na,na,na,na,na,Italia,2,,,
,0000414,,,,,,2018,Chianti Classico Riserva Ser Gioveto,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3,25-29,Sangiovese 100%,nd,Riserva,87,,87,,na,Rosso fermo,14.5,7k,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000414-1,1.02,8,0.28,#DIV/0!,3.0,,Chianti Classico Riserva Ser Gioveto,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3★,25-29,Sangiovese 100%,Carrè di maiale al forno – Stufato di manzo con patate,Riserva,na,,na,,na,Rosso fermo,14.5,7k,12-18 mesi in barrique o botte grande + 12 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000416,,,,,,2014,Chianti Classico Tenuta Sant'Alfonso,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3,15-19,Sangiovese 100%,Pici al ragù di cinta,,86,,86,,na,Rosso fermo,13.5,45k,12 mesi in botte grande + 12 mesi in bottiglia,"Rubino chiaro con riflessi vermigli. Profumi freschi di gioventù esaltano visciole e melograno, ibiscus, violette, pepe ed erbe mediterranee. Esemplare la coerenza del sorso, la texture tannica è succosa, rilascia percezioni ferrose e si allunga in una lunga persistenza, con scia di pepe. Vino dai connotati territoriali autentici. ",,na,na,na,na,na,Italia,2,,,
,0000416,,,,,,2015,Chianti Classico Tenuta Sant'Alfonso,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3,15-19,Sangiovese 100%,Anatra all'arancia,,86,,86,,na,Rosso fermo,14.5,45k,12 mesi in botte grande + 12 mesi in bottiglia,"Rubino vivido. Incipit con richiami di ciliegia croccante, arancia sanguinella, frutti di rovo; soffi balsamici si alternano armoniosamente  a spezie, tracce ferrose e di macchia mediterranea. La bocca è coerente con l'olfatto. Intriga il tannino inizialmente polveroso, poi saporito e in simbiosi con la parte alcolica. Il sorso chiude lungo su sentori agrumati. ",,na,na,na,na,na,Italia,2,,,
,0000416,,,,,,2016,Chianti Classico Tenuta Sant'Alfonso,DOCG,Chianti Classico,Rocca delle Macie,Toscana,2,15-19,Sangiovese 100%,nd,,84,,84,,na,Rosso fermo,14,65k,12 mesi in botte grande + 12 mesi in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000416,,,,,,2017,Chianti Classico Tenuta Sant'Alfonso,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3,15-19,Sangiovese 100%,nd,,85,,85,,na,Rosso fermo,14.5,65k,12 mesi in botte grande + 12 mesi in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000416,,,,,,2018,Chianti Classico Tenuta Sant'Alfonso,DOCG,Chianti Classico,Rocca delle Macie,Toscana,3,15-19,Sangiovese 100%,Pappardelle al ragù d'anatra,,85,,85,,na,Rosso fermo,14.5,65k,12 mesi in botte grande + 12 mesi in bottiglia,"Vivida tonalità rubino. Elargisce con generosità confettura di lampone e frutti di bosco su un letto di erbe aromatiche, punteggiato da tocchi di chinotto, spezie e una lieve affumicatura. In bocca è saporito, pieno e scattante. | tannini giocano un ruolo di spalla nei confronti della tensione fresco-sapida, che rafforza la lunga chiusura fruttata e minerale. ",,na,na,na,na,na,Italia,2,,,
,0000416,,,,,,2019,Chianti Classico Tenuta Sant'Alfonso,DOCG,Chianti Classico,Rocca delle Macie,Toscana,2,15-19,Sangiovese 100%,nd,,84,,84,,na,Rosso fermo,14.5,65k,12 mesi in botte grande + 12 mesi in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000416-1,1.59,12,0.70,#DIV/0!,2.7,,Chianti Classico Tenuta Sant'Alfonso,DOCG,Chianti Classico,Rocca delle Macie,Toscana,2★-3★,15-19,Sangiovese 100%,Pici al ragù di cinta – Anatra all'arancia – Pappardelle al ragù d'anatra,,na,,na,,na,Rosso fermo,14.5,45k-65k,12 mesi in botte grande + 12 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0001941,,,,,,2015,Morellino Di Scansano Campomaccione,DOCG,Morellino Di Scansano,Rocca delle Macie,Toscana,2,10-14,Sangiovese 100%,nd,,81,,91,,na,Rosso fermo,14,150k,-,,,na,na,na,na,na,Italia,2,,,
,0001941,,,,,,2016,Morellino Di Scansano Campomaccione,DOCG,Morellino Di Scansano,Rocca delle Macie,Toscana,2,10-14,Sangiovese 100%,nd,,80,,80,,na,Rosso fermo,14,150k,-,,,na,na,na,na,na,Italia,2,,,
,0001941,,,,,,2018,Morellino Di Scansano Campomaccione,DOCG,Morellino Di Scansano,Rocca delle Macie,Toscana,1,10-14,Sangiovese 100%,nd,,79,,79,,na,Rosso fermo,14,150k,-,,,na,na,na,na,na,Italia,2,,,
,0001941,,,,,,2019,Morellino Di Scansano Campomaccione,DOCG,Morellino Di Scansano,Rocca delle Macie,Toscana,1,10-14,Sangiovese 100%,nd,,79,,79,,na,Rosso fermo,14,150k,-,,,na,na,na,na,na,Italia,2,,,
,00001941-1,0.24,2,0.14,2,1.5,,Morellino Di Scansano Campomaccione,DOCG,Morellino Di Scansano,Rocca delle Macie,Toscana,1★-2★,10-14,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,14,150k,-,,,na,na,na,na,na,Italia,1,,,
,0000420,,,,,,2014,Chianti Classico,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,3,15-19,Sangiovese 90% – Canaiolo 5% – Colorino 5%,nd,,86,,86,,na,Rosso fermo,14,250k,12 mesi in botte grande,,,na,na,na,na,na,Italia,2,,,
,0000420,,,,,,2015,Chianti Classico,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,3,15-19,Sangiovese 90% – Canaiolo 5% – Colorino 5%,Ribollita,,86,,86,,na,Rosso fermo,14,250k,12 mesi in botte grande,"Rubino con sfumature porpora. Rilievi olfattivi di susina rossa, amarena, rosa, vaniglia, ginepro e resina di pino. Apprezzabile la  valida combinazione tra freschezza e tannini che ben fronteggia l'elevata componente pseudocalorica, con ritorni retrolfattivi coerenti e finale sapido. ",,na,na,na,na,na,Italia,2,,,
,0000420,,,,,,2016,Chianti Classico,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,2,15-19,Sangiovese 90% – Canaiolo 5% – Colorino 5%,nd,,84,,84,,na,Rosso fermo,14,200k,12 mesi in botte grande,,,na,na,na,na,na,Italia,2,,,
,0000420,,,,,,2018,Chianti Classico,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,2,15-19,Sangiovese 90% – Canaiolo 5% – Colorino 5%,nd,,84,,84,,na,Rosso fermo,13.5,200k,12 mesi in botte grande,,,na,na,na,na,na,Italia,2,,,
,0000420,,,,,,2019,Chianti Classico,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,2,15-19,Sangiovese 90% – Canaiolo 5% – Colorino 5%,nd,,84,,84,,na,Rosso fermo,14,200k,12 mesi in botte grande,,,na,na,na,na,na,Italia,2,,,
,0000420-1,1.02,8,0.45,#DIV/0!,2.4,,Chianti Classico,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,2★-3★,15-19,Sangiovese 90% – Canaiolo 5% – Colorino 5%,Ribollita,,na,,na,,na,Rosso fermo,14,200k-250k,12 mesi in botte grande,,,na,na,na,na,na,Italia,1,,,
,0000423,,,,,,2016,Chianti Classico Capraia,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,2,15-19,Sangiovese 90% – Canaiolo 5% – Colorino 5%,nd,,84,,84,,na,Rosso fermo,14,150k,?,,,na,na,na,na,na,Italia,2,,,
,0000423-1,0.12,1,0.05,#DIV/0!,2.0,,Chianti Classico Capraia,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,2★,15-19,Sangiovese 90% – Canaiolo 5% – Colorino 5%,nd,,na,,na,,na,Rosso fermo,14,150k,?,,,na,na,na,na,na,Italia,1,,,
,0000424,,,,,,2014,Chianti Classico Gran Selezione Effe 55,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,3,35-39,Sangiovese 100%,Bistecca alla fiorentina,Gran Selezione,86,,86,,na,Rosso fermo,14,5k,24 mesi in tonneau e botte grande,"Rubino vivace. Garbati indizi di amarena e ribes rosso, fiori rossi appassiti e corteccia di china, su un orizzonte balsamico di eucalipto e pepe nero. Equilibrio apprezzabile nella lunga progressione, articolata su tannini dinamici.",,na,na,na,na,na,Italia,2,,,
,0000424-1,0.34,3,0.07,#DIV/0!,3.0,,Chianti Classico Gran Selezione Effe 55,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,3★,35-39,Sangiovese 100%,Bistecca alla fiorentina,Gran Selezione,na,,na,,na,Rosso fermo,14,150k,24 mesi in tonneau e botte grande,,,na,na,na,na,na,Italia,1,,,
,0000418,,,,,,2014,Chianti Classico Gran Selezione Stielle,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,3,35-39,Sangiovese 100%,nd,Gran Selezione,86,,86,,na,Rosso fermo,14,10k,18 mesi in tonneau e botte grande + 24 mesi in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000418,,,,,,2015,Chianti Classico Gran Selezione Stielle,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,4,35-39,Sangiovese 100%,Fegatelli alla griglia,Gran Selezione,89,,89,,na,Rosso fermo,14,7k,18 mesi in tonneau e botte grande + 24 mesi in bottiglia,"Rubino vivace. Tessitura olfattiva delineata da confettura di amarene, succo di melograno, nepitella, corbezzolo e olive, cui fanno seguito pepe nero, semi di papavero e legno di cedro. Al gusto si apprezza l'accurata estrazione della trama tannica, che conduce gradevoli ricordi fruttati, sorretti anche da un'adeguata freschezza. Piacevolmente sapido in chiusura, con buona persistenza.",,na,na,na,na,na,Italia,2,,,
,0000418,,,,,,2017,Chianti Classico Gran Selezione Stielle,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,3,35-39,Sangiovese 100%,nd,Gran Selezione,88,,88,,na,Rosso fermo,14,7k,18 mesi in tonneau e botte grande + 24 mesi in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000418-1,1.68,13,0.34,#DIV/0!,3.3,,Chianti Classico Gran Selezione Stielle,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,3★-4★,35-39,Sangiovese 100%,Fegatelli alla griglia,Gran Selezione,na,,na,,na,Rosso fermo,14,7k-10k,18 mesi in tonneau e botte grande + 24 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000419,,,,,,2015,Chianti Classico Riserva Capraia,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,3,25-29,Sangiovese 100%,nd,Riserva,86,,86,,na,Rosso fermo,14,30k,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000419,,,,,,2018,Chianti Classico Riserva Capraia,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,3,25-29,Sangiovese 100%,nd,Riserva,88,,88,,na,Rosso fermo,14,10k,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000419-1,0.68,5,0.19,#DIV/0!,3.0,,Chianti Classico Riserva Capraia,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,3★,25-29,Sangiovese 100%,nd,Riserva,na,,na,,na,Rosso fermo,14,10k-30k,18 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000422,,,,,,2013,Chianti Classico Riserva Poggio A'Frati,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,2,20-24,Sangiovese 95% – Canaiolo 5%,nd,Riserva,83,,83,,na,Rosso fermo,14,15k,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000422,,,,,,2015,Chianti Classico Riserva Poggio A'Frati,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,2,20-24,Sangiovese 95% – Canaiolo 5%,nd,Riserva,84,,84,,na,Rosso fermo,14,30k,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000422,,,,,,2016,Chianti Classico Riserva Poggio A'Frati,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,2,20-24,Sangiovese 95% – Canaiolo 5%,nd,Riserva,84,,84,,na,Rosso fermo,14,30k,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000422-1,0.35,3,0.12,#DIV/0!,2.0,,Chianti Classico Riserva Poggio A'Frati,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,2★,20-24,Sangiovese 95% – Canaiolo 5%,nd,Riserva,na,,na,,na,Rosso fermo,14,15k-30k,18 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000421,,,,,,2013,Chianti Classico Tempi,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,5,150-174,Sangiovese 100%,Agnello alla brace,,91,,91,,na,Rosso fermo,14,1k,12 mesi in botte grande + 24 mesi in bottiglia,"Rubino trasparente con lampi luminosi  Netti aromi di ciliegia sotto spirito,  lampone, fragolina selvatica e ribes rosso si amalgamano con arancia candita, corbezzolo, erbe mediterranee e terra bagnata, tra effluvi di viola mammola e iris; in chiusura cenni ferrosi e di fungo. La bocca è straordinariamente rinfrescante: l'acidità caratterizza il sorso con l'apporto del tannino, nervoso e domato allo stesso tempo; l'equilibrio gustativo non manca perché l'alcol e la parte glicerica fanno la loro parte. ",,na,na,na,na,na,Italia,2,,,
,0000421-1,2.98,22,0.14,#DIV/0!,5.0,,Chianti Classico Tempi,DOCG,Chianti Classico,Rocca di Castagnoli,Toscana,5★,150-174,Sangiovese 100%,Agnello alla brace,,na,,na,,na,Rosso fermo,14,1k,12 mesi in botte grande + 24 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000426,,,,,,2014,Chianti Classico,DOCG,Chianti Classico,Rocca di Montegrossi,Toscana,3,10-14,Sangiovese 91% – Canaiolo 5% – Colorino 4%,nd,,85,,85,,na,Rosso fermo,13.5,46k,15 mesi in botte grande + 3 in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000426,,,,,,2015,Chianti Classico,DOCG,Chianti Classico,Rocca di Montegrossi,Toscana,2,10-14,Sangiovese 88% – Canaiolo 8% – Colorino 4%,Antipasto toscano,,84,,84,,na,Rosso fermo,14,50k,15 mesi in botte grande + 3 in bottiglia,"Colore rubino tenue. Apertura floreale di viola, che introduce sentori di ciliegia, lampone, noce moscata e pepe nero. Acidità in evidenza e tannino ancora in evoluzione guidano l'assaggio. ",,na,na,na,na,na,Italia,2,,,
,0000426,,,,,,2016,Chianti Classico,DOCG,Chianti Classico,Rocca di Montegrossi,Toscana,2,10-14,Sangiovese 88% – Canaiolo 8% – Colorino 4%,Quaglia in porchetta,,84,,84,,na,Rosso fermo,13.5,54k,12 mesi in botte + 3 in bottiglia,"Vivace rubino di buona trasparenza. Esprime sentori di rosa, ciliegia, ribes, mentolo e pepe verde, e cenni di torrefazione in chiusura. Manifesta un discreto equilibrio fra le componenti, con tannino levigato. ",,na,na,na,na,na,Italia,2,,,
,0000426,,,,,,2017,Chianti Classico,DOCG,Chianti Classico,Rocca di Montegrossi,Toscana,3,15-19,Sangiovese 84% – Canaiolo 11% – Colorino 5%,Tagliatelle al ragù di chianina,,86,,86,,na,Rosso fermo,13.5,60k,12 mesi in botte,"Rubino intenso. Ventaglio di riconoscimenti tra i quali prevale la ciliegia; a seguire rosa rossa, alloro, humus e polvere di caffè. Cenni minerali in chiusura. Ingresso progressivo con decisa struttura fresca e sapida, | tannini sono ben integrati nel sorso, di buona persistenza e dal finale amaricante.",,na,na,na,na,na,Italia,2,,,
,0000426,,,,,,2018,Chianti Classico,DOCG,Chianti Classico,Rocca di Montegrossi,Toscana,2,15-19,Sangiovese 88% – Canaiolo 10% – Colorino 2%,nd,,84,,84,,na,Rosso fermo,14,60k,12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000426,,,,,,2019,Chianti Classico,DOCG,Chianti Classico,Rocca di Montegrossi,Toscana,2,15-19,Sangiovese 88% – Canaiolo 10% – Colorino 2%,nd,,84,,84,,na,Rosso fermo,13.5,55k,12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000426-1,1.14,9,0.51,#DIV/0!,2.3,,Chianti Classico,DOCG,Chianti Classico,Rocca di Montegrossi,Toscana,2★-3★,15-19,Sangiovese – Canaiolo – Colorino,Antipasto toscano – Quaglia in porchetta – Tagliatelle al ragù di chianina,,na,,na,,na,Rosso fermo,13.5,46k-60k,12-15 mesi in botti di varie dimensioni + 3 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000425,,,,,,2012,Chianti Classico Gran Selezione Vigneto San Marcellino,DOCG,Chianti Classico,Rocca di Montegrossi,Toscana,4,30-34,Sangiovese 97% – Pungitello 3%,Tagliata al rosmarino,Gran Selezione,89,,89,,na,Rosso fermo,14,9k,27 mesi in in barrique e tonneau + 13 mesi in bottiglia,"Manto rosso rubino vivace. Sfoggia profumi eleganti che si aprono con marasca e iris, per proseguire con chiodi di garofano, cacao amaro, cuoio e sentori balsamici di pino silvestre. Al palato acidità e tannini di buona fattura guidano il sorso, che è dinamico e termina con una lunga scia di cioccolato.","Veste rosso rubino luminoso. Naso timido con cenni di noce moscata, chiodi di garofano, prugna e tamarindo, seguiti da iris, cuoio, tabacco e cardamomo,; poi si apre lasciandosi avvolgere da presenze di frutti di bosco, funghi, felce e liquirizia. L'ingresso al palato è marcato dalla freschezza, accompagnata da tannini ben integrati che supportano la vena calda e avvolgente dell'alcol. Notevole la persistenza.",na,na,na,na,na,Italia,2,,,
,0000425,,,,,,2014,Chianti Classico Gran Selezione Vigneto San Marcellino,DOCG,Chianti Classico,Rocca di Montegrossi,Toscana,4,30-34,Sangiovese 90% – Pungitello 10%,Biancostato al forno con patate,Gran Selezione,89,,89,,na,Rosso fermo,14.5,7k,24 mesi in in barrique e tonneau + 12 mesi in bottiglia,"Manto rubino intenso. Accenni delicati di mirtillo e violetta cedono il passo a profumi  di resina di pino, pepe verde, polvere di caffè ed elicriso. Al palato la spalla acida è sorretta da un tannino ben integrato, con richiami minerali che arricchiscono l'assaggio. Richiami retrolfattivi di frutti di bosco accompagnano il lungo epilogo. ","Veste rosso rubino luminoso. Naso timido con cenni di noce moscata, chiodi di garofano, prugna e tamarindo, seguiti da iris, cuoio, tabacco e cardamomo,; poi si apre lasciandosi avvolgere da presenze di frutti di bosco, funghi, felce e liquirizia. L'ingresso al palato è marcato dalla freschezza, accompagnata da tannini ben integrati che supportano la vena calda e avvolgente dell'alcol. Notevole la persistenza.",na,na,na,na,na,Italia,2,,,
,0000425,,,,,,2015,Chianti Classico Gran Selezione Vigneto San Marcellino,DOCG,Chianti Classico,Rocca di Montegrossi,Toscana,3,40-44,Sangiovese 94% – Pungitello 6%,Lepre in umido,Gran Selezione,87,,87,,na,Rosso fermo,15,17k,24 mesi in in barrique e tonneau + 24 mesi in bottiglia,"Manto rubino intenso. Accenni delicati di mirtillo e violetta cedono il passo a profumi  di resina di pino, pepe verde, polvere di caffè ed elicriso. Al palato la spalla acida è sorretta da un tannino ben integrato, con richiami minerali che arricchiscono l'assaggio. Richiami retrolfattivi di frutti di bosco accompagnano il lungo epilogo. ",,na,na,na,na,na,Italia,2,,,
