Categoria-1,Ref,Tipologia,OLDVSCORE,VScore,RAWQP,QP,MediaGrezza,Valutazione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,Prezzo,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
2245,0002212,Rosso Fermo,,,,,,4,89,4,89,nd,nd,2016,Institut Agricole Regional,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,15-19,Vuillermin 100%,13,3k,Bistecca valdostana di manzo alla griglia,6 mesi in acciaio + 12 mesi in botte,"Rosso rubino compatto, con luminose venatureporpora. Al naso, l'intrigante cornice speziatacita il cardamomo e l'anice stellato, permea finiaccenti di tè rosso, ribes e ciliegie croccanti,per poi concludere con una passeggiatanel bosco autunnale. Sorso caldo e intenso,intreccia magistralmente la trama tannica allafreschezza. La lunga persistenza sfuma sullanocciola appena tostata. Fermenta in acciaioe riposa per 12 mesi in tonneau di roverefrancese.",,na,na,na,na,na,Italia,2,,,
2245,0002212,Rosso Fermo,,,,,,3,87,3,87,nd,nd,2017,Institut Agricole Regional,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,15-19,Vuillermin 100%,14,2k,Gulash,6 mesi in acciaio + 12 mesi in botte,"Rosso rubino vivace. Incipit di frutta rossa,prevalentemente lamponi, ribes e fragolina dibosco, con accenni di noce moscata e cumino;in chiusura un accenno di erbe medicinali euna leggera tostatura. Il sorso è dinamico; lafreschezza e il tannino vellutato deliziano ilpalato, lasciando ricordi di frutta in confettura.Matura parte in acciaio e parte in tonneau,",,na,na,na,na,na,Italia,2,,,
2245,0002212,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2018,Institut Agricole Regional,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,15-19,Vuillermin 100%,13,3k,Stinco di vitello arrosto,6 mesi in acciaio + 12 mesi in botte,"Fitta e compatta veste rosso rubino. Pregevoliespressioni olfattive di mora di gelso, lampone,ribes rosso e ciliegia, intessuti con profumidi liquirizia e sottobosco. ll sorso è fresco edinamico; tannini ben levigati accarezzano ilpalato, lasciando una scia finale prolungatasulle tracce di frutta. Matura in tonneau per 12mesi",,na,na,na,na,na,Italia,2,,,
2245,0002212,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2019,Institut Agricole Regional,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,15-19,Vuillermin 100%,13,3k,nd,6 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002212-1,Rosso Fermo,2.36,51,2.97,65,3.3,3★-4★,nd,3★-4★,nd,nd,nd,,Institut Agricole Regional,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,15-19,Vuillermin 100%,13,2k-3k,Filetto di maialino avvolto nel lardo – Carrè di agnello con erbette – Bistecca valdostana di manzo alla griglia – Gulash – Stinco di vitello arrosto,6 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,1,,,
2245,0002213,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2015,La Vrille,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,15-19,Vuillermin 100%,13.5,1k,Salumi valdostani ,7 mesi in acciaio + 14 mesi in botte,"Rosso rubino, luminoso e vivace, di noncomune eleganza. Un ventaglio di profumiestivi si presenta al naso: anguria, violetta,ribes, cui seguono a distanza sensazionipiù calde, di spezie dolci. La beva è decisa,sottolineata da una trama tannica ben rifinitae un'intrigante sapidità che sostiene e allungal'epilogo dell'assaggio. Matura per 13 mesi intonneau da 500 litri",,na,na,na,na,na,Italia,2,,,
2245,0002213,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2016,La Vrille,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,15-19,Vuillermin 100%,12.5,1k,nd,7 mesi in acciaio + 14 mesi in botte,,,na,na,na,na,na,Italia,2,,,
2245,0002213,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2017,La Vrille,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,15-19,Vuillermin 100%,12.5,1k,Stufato di manzo con patate al cartoccio,7 mesi in acciaio + 14 mesi in botte,"Rosso rubino, fitto e lucente. Appagano ilnaso fini proposte di piccoli frutti rossi, acui seguono tenui indizi di noce moscata,chiodi di garofano e bastoncino di liquirizia.Struttura snella e dinamica, caratterizzata daun tannino ben presente, e un assaggio frescoed equilibrato che si allunga sui ritorni fruttati.Riposa in tonneau per 12 mesi.",,na,na,na,na,na,Italia,2,,,
2245,0002213,Rosso Fermo,,,,,,2,84,3,86,2,82,2018,La Vrille,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,15-19,Vuillermin 100%,14,2k,nd,7 mesi in acciaio + 14 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002213-1,Rosso Fermo,1.13,24,1.43,31,2.8,2★-3★,85.5,3★,86.0,2★,82.0,,La Vrille,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,15-19,Vuillermin 100%,12.5,1k-2k,Salumi valdostani  – Stufato di manzo con patate al cartoccio,7 mesi in acciaio + 14 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002184,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2017,Andre Pellissier,Bouquet,Vino Generico,,,Valle D'Aosta,25-29,Petit Rouge 40% – Vien De Nus 40% – Altri,14,1k,Carrè di maiale con salsa alla senape,9 mesi in acciaio,"Veste purpurea dalla trama fitta. Profiloodoroso composto da profumi di ciliegia, ribes,confettura di more, humus e spezie dolci, concenni floreali di peonia. Assaggio morbido edequilibrato da tannini levigati; chiude con unapiacevole scia di amarene. Matura per 9 mesi inacciaio e affina per altri 6 in bottiglia.",,na,na,na,na,na,Italia,2,,,
,0002184,Rosso Fermo,,,,,,2,84,2,82,3,86,2018,Andre Pellissier,Bouquet,Vino Generico,,,Valle D'Aosta,25-29,Petit Rouge 40% – Vien De Nus 40% – Altri,14,1k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002184-1,Rosso Fermo,0.23,nd,nd,nd,2.0,2★,83.0,2★,82.0,2★,86.0,,Andre Pellissier,Bouquet,Vino Generico,,,Valle D'Aosta,25-29,Petit Rouge 40% – Vien De Nus 40% – Altri,14,1k,Carrè di maiale con salsa alla senape,-,,,na,na,na,na,na,Italia,1,,,
,0002191,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2017,Andre Pellissier,Sancto Petro,Vino Generico,,,Valle D'Aosta,35-39,Petit Rouge 100%,16,1k,nd,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002191,Rosso Fermo,,,,,,3,86,3,86,3,86,2022,Andre Pellissier,Sancto Petro,Vino Generico,,,Valle D'Aosta,35-39,Petit Rouge 100%,16,1k,nd,24 mesi in botte,,"Vino Sans Annee, l'annata indica l'anno in cui è stato oggetto di valutazione",na,na,na,na,na,Italia,2,,,
,0002191-1,Rosso Fermo,0.68,nd,nd,nd,3.0,3★,86.0,3★,86.0,3★,86.0,,Andre Pellissier,Sancto Petro,Vino Generico,,,Valle D'Aosta,35-39,Petit Rouge 100%,16,1k,nd,24 mesi in botte,,Prodotto come Sans Annee in alcune annate,na,na,na,na,na,Italia,1,,,
,0002204,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2015,Cave Gargantua,Gargantua Rouge,Vino Generico,,,Valle D'Aosta,15-19,Petit Rouge 60% – Cornalin 10% – Fumin 10% – Vien De Nus 10% – Altri,13,1k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002204-1,Rosso Fermo,0.12,nd,nd,nd,2.0,2★,nd,2★,nd,nd,nd,,Cave Gargantua,Gargantua Rouge,Vino Generico,,,Valle D'Aosta,15-19,Petit Rouge 60% – Cornalin 10% – Fumin 10% – Vien De Nus 10% – Altri,13,1k,nd,-,,,na,na,na,na,na,Italia,1,,,
,0002190,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2018,Cave Monaja,Pret A Boire Rouge,Vino Generico,,,Valle D'Aosta,25-29,Petit Rouge 40% – Pinot nero 40% – Altri,12.5,1k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002190,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2019,Cave Monaja,Pret A Boire Rouge,Vino Generico,,,Valle D'Aosta,25-29,Petit Rouge 40% – Pinot nero 40% – Altri,12.5,1k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002190-1,Rosso Fermo,0.23,nd,nd,nd,2.0,2★,nd,2★,nd,nd,nd,,Cave Monaja,Pret A Boire Rouge,Vino Generico,,,Valle D'Aosta,25-29,Petit Rouge 40% – Pinot nero 40% – Altri,12.5,1k,nd,-,,,na,na,na,na,na,Italia,1,,,
,0002206,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2022,Chateau Feuillet,La Table Ronde,Vino Generico,,,Valle D'Aosta,20-24,Petit Rouge 34% – Fumin 33% – Pinot nero 33%,14,2k,nd,36 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002206-1,Rosso Fermo,0.12,nd,nd,nd,2.0,2★,82.0,2★,82.0,nd,nd,,Chateau Feuillet,La Table Ronde,Vino Generico,,,Valle D'Aosta,20-24,Petit Rouge 34% – Fumin 33% – Pinot nero 33%,14,2k,nd,36 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002197,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2016,Danilo Thomain,Maurice,Vino Generico,,,Valle D'Aosta,15-19,Petit Rouge 90% – Pinot nero 10%,13.5,2k,Bollito misto con salsa verde,9 mesi in tonneau,"Rosso rubino. Profumi netti e decisi di mora emirtillo si intrecciano a fiori di lillà; la speziaturadi pepe nero suggella la chiusura, dalle tintedi resina. In bocca si percepisce la piacevoleastringenza dei tannini, che allungano il finale.Riposa in tonneau di acacia, rovere e castagnoper 9 mesi.",,na,na,na,na,na,Italia,2,,,
,0002197-1,Rosso Fermo,0.12,nd,nd,nd,2★,2★,nd,2★,nd,nd,nd,,Danilo Thomain,Maurice,Vino Generico,,,Valle D'Aosta,15-19,Petit Rouge 90% – Pinot nero 10%,13.5,2k,Bollito misto con salsa verde,9 mesi in tonneau,,,na,na,na,na,na,Italia,1,,,
,0002209,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2022,Didier Gerbelle,Fils Du Pays,Vino Generico,,,Valle D'Aosta,20-24,Mayolet 50% – Petit rouge 50%,13,2k,nd,10 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002209-1,Rosso Fermo,0.12,nd,nd,nd,2.0,2★,nd,2★,nd,nd,nd,,Didier Gerbelle,Fils Du Pays,Vino Generico,,,Valle D'Aosta,20-24,Mayolet 50% – Petit rouge 50%,13,2k,nd,10 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002208,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2022,Diego Curtaz,Di Meun,Vino Generico,,,Valle D'Aosta,10-14,Petit Rouge 50% – Cornalin 10% – Mayolet 10% – Premetta 10% – Altri,13.5,1k,nd,7 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002208-1,Rosso Fermo,0.12,nd,nd,nd,2.0,2★,nd,2★,nd,nd,nd,,Diego Curtaz,Di Meun,Vino Generico,,,Valle D'Aosta,10-14,Petit Rouge 50% – Cornalin 10% – Mayolet 10% – Premetta 10% – Altri,13.5,1k,nd,7 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002195,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2014,Edoardo Braga,Incipit Rosso,Vino Generico,,,Valle D'Aosta,10-14,Petit Rouge 40% – Cornalin 20% – Vien De Nus 20% – Altri,13.5,1k,Zuppa di farro,-,"Rubino con riflessi viola. Una gradevoleintensità floreale di viole e fiori di campoanticipa i toni fruttati di prugne essiccatee more di rovo. Piacevolmente sapido alpalato e bilanciato da una trama tannica bendelineata, chiude lievemente ammandorlato.La vinificazione e la maturazione avvengono invasche di acciaio.",,na,na,na,na,na,Italia,2,,,
,0002195,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2016,Edoardo Braga,Incipit Rosso,Vino Generico,,,Valle D'Aosta,10-14,Petit Rouge 40% – Cornalin 20% – Vien De Nus 20% – Altri,13.5,4k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002195-1,Rosso Fermo,0.23,nd,nd,nd,2.0,2★,nd,2★,nd,nd,nd,,Edoardo Braga,Incipit Rosso,Vino Generico,,,Valle D'Aosta,10-14,Petit Rouge 40% – Cornalin 20% – Vien De Nus 20% – Altri,13.5,1k,Zuppa di farro,-,,,na,na,na,na,na,Italia,1,,,
,0002205,Rosso Fermo,,,,,,3,88,3,88,nd,nd,2022,Edoardo Braga,Scaccomatto,Vino Generico,,,Valle D'Aosta,30-34,Petit Rouge 50% – Altri,13,1k,Carbonada di cinghiale e polenta,36 mesi in botte,"Scuro manto rubino con screziature granato. Variegato caleido- scopio olfattivo: prugna, arancia sanguinella, tamarindo, tartufo nero, humus, rosmarino e leggere tracce mentolate. Il sorso, im- ponente, è sorretto da una grande freschezza, con lunghissimo finale di liquirizia. ",,na,na,na,na,na,Italia,2,,,
,0002205-1,Rosso Fermo,0.34,nd,nd,nd,3.0,3★,nd,3★,nd,nd,nd,,Edoardo Braga,Scaccomatto,Vino Generico,,,Valle D'Aosta,30-34,Petit Rouge 50% – Altri,13,1k,Carbonada di cinghiale e polenta,36 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002199,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2015,Feudo Di San Maurizio,Saro Djablo CALOU,Vino Generico,,,Valle D'Aosta,20-24,Petit Rouge 50% – Fumin 30% – Gamay 20%,13.5,3k,Fontina d'alpeggio stagionata,12 mesi in tonneau,"Rubino luminoso. Eloquenti note di rosacanina, frutti di bosco maturi ed erbe officinaliemergono su un sottofondo di fiori dilavanda. Il sorso è ampio e avvolgente, contannini morbidi e setosi, vivacizzati da unarinfrescante sapidità che allunga la persistenza.Vinificazione tradizionale in rosso, matura poiin tonneau per 10 mesi",,na,na,na,na,na,Italia,2,,,
,0002199,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2016,Feudo Di San Maurizio,Saro Djablo CALOU,Vino Generico,,,Valle D'Aosta,20-24,Lagrein 60% – Vuillermin 20% – Fumin 10% – Nebbiolo 10%,14.5,1k,nd,12 mesi in tonneau,,,na,na,na,na,na,Italia,2,,,
,0002199,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2017,Feudo Di San Maurizio,Saro Djablo CALOU,Vino Generico,,,Valle D'Aosta,20-24,Lagrein 60% – Vuillermin 20% – Fumin 10% – Nebbiolo 10%,14.5,1k,Fontina d'alpeggio,12 mesi in tonneau,"Rosso porpora fitto e concentrato. Bouquetdi sottobosco, humus, con nuance di fruttidi bosco in confettura, liquirizia e cioccolatofondente. Il tannino energico e l’intrigantefreschezza attraversano un sorso dotato digrande struttura e tenore alcolico; lungo il finaledi amarena sotto spirito. Rimane in tonneau dirovere per un anno.",,na,na,na,na,na,Italia,2,,,
,0002199-1,Rosso Fermo,1.02,nd,nd,nd,3.0,3★,nd,3★,nd,nd,nd,,Feudo Di San Maurizio,Saro Djablo CALOU,Vino Generico,,,Valle D'Aosta,20-24,Lagrein 60% – Vuillermin 20% – Fumin 10% – Nebbiolo 10%,14.5,1k-3k,Fontina d'alpeggio stagionata – Fontina d'alpeggio,12 mesi in tonneau,,,na,na,na,na,na,Italia,1,,,
,0002210,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2022,Institut Agricole Regional,Le Doyen,Vino Generico,,,Valle D'Aosta,15-19,Nebbiolo 90% – Neyret 10%,13,2k,Millefoglie di manzo e lardo di Arnald,6 mesi in acciaio + 12 mesi in botte,"Granato soffuso e delicato. All'olfatto regala marasca, visciola, peonia e bonbon di liquirizia alla viola, è invitante, contraddistin- to da aromi polposi. L'ingresso è ben calibrato e sapido, la trama tannica è giovane ma già distinta.",,na,na,na,na,na,Italia,2,,,
,0002210-1,Rosso Fermo,0.34,nd,nd,nd,3.0,3★,nd,3★,nd,nd,nd,,Institut Agricole Regional,Le Doyen,Vino Generico,,,Valle D'Aosta,15-19,Nebbiolo 90% – Neyret 10%,13,2k,Millefoglie di manzo e lardo di Arnald,6 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002193,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2018,La Cantina Di Cuneaz,5 Jours,Vino Generico,,,Valle D'Aosta,10-14,Pinot nero 100%,12.5,1k,Ravioli ripieni di boudin,7 mesi in acciaio,"Rosso rubino. Esordisce all'olfatto conmacedonia di frutti di bosco e fragoline, per poivirare su delicate sfumature balsamiche, rosae violetta. Ottima la corrispondenza al palato,dall’assaggio terso e piacevolmente fresco.Vinificazione in vasche di acciaio per 7 mesi",,na,na,na,na,na,Italia,2,,,
,0002193-1,Rosso Fermo,0.12,nd,nd,nd,2.0,2★,nd,2★,nd,nd,nd,,La Cantina Di Cuneaz,5 Jours,Vino Generico,,,Valle D'Aosta,10-14,Pinot nero 100%,12.5,1k,Ravioli ripieni di boudin,7 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002207,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2022,La Cantina Di Cuneaz,L'Entso,Vino Generico,,,Valle D'Aosta,20-24,Fumin 60% – Altri,13.5,1k,nd,12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002207-1,Rosso Fermo,0.34,nd,nd,nd,3.0,3★,nd,3★,nd,nd,nd,,La Cantina Di Cuneaz,L'Entso,Vino Generico,,,Valle D'Aosta,20-24,Fumin 60% – Altri,13.5,1k,nd,12 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002182,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2017,La Plantze,1935 CC,Vino Generico,,,Valle D'Aosta,50-54,Syrah 70% – Merlot 20% – Grenache 10%,14,1k,nd,22 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002182,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2022,La Plantze,1935 CC,Vino Generico,,,Valle D'Aosta,50-54,Syrah 70% – Merlot 20% – Grenache 10%,14,1k,nd,22 mesi in botte,,"Vino Sans Annee, l'annata indica l'anno in cui è stato oggetto di valutazione",na,na,na,na,na,Italia,2,,,
,0002182-1,Rosso Fermo,0.68,nd,nd,nd,3.0,3★,nd,3★,nd,nd,nd,,La Plantze,1935 CC,Vino Generico,,,Valle D'Aosta,50-54,Syrah 70% – Merlot 20% – Grenache 10%,14,1k,nd,22 mesi in botte,,Prodotto come Sans Annee in alcune annate,na,na,na,na,na,Italia,1,,,
,0002187,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2016,La Plantze,El Teemp,Vino Generico,,,Valle D'Aosta,15-19,Merlot 50% – Syrah 50%,14,4k,Polenta concia,12 mesi in barrique,"Rosso rubino acceso, brioso e lucido. Al nasospiccano profumi di viola e rosa, con muschioed erba umida sfalciata. Il finale ricorda lontanitoni speziati di pepe nero e chiodi di garofano,gli stessi che si ritrovano al palato. | tanninirotondi raccontano di un passaggio in legno.Riposa per 12 mesi in barrique.",,na,na,na,na,na,Italia,2,,,
,0002187,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2017,La Plantze,El Teemp,Vino Generico,,,Valle D'Aosta,15-19,Merlot 50% – Syrah 50%,14,4k,nd,12 mesi in barrique,,,na,na,na,na,na,Italia,2,,,
,0002187,Rosso Fermo,,,,,,2,84,2,82,3,86,2018,La Plantze,El Teemp,Vino Generico,,,Valle D'Aosta,15-19,Merlot 50% – Syrah 50%,14,4k,nd,12 mesi in barrique,,,na,na,na,na,na,Italia,2,,,
,0002187-1,Rosso Fermo,0.35,nd,nd,nd,2.0,2★,82.7,2★,82.0,3★,86.0,,La Plantze,El Teemp,Vino Generico,,,Valle D'Aosta,15-19,Merlot 50% – Syrah 50%,14,4k,Polenta concia,12 mesi in barrique,,,na,na,na,na,na,Italia,1,,,
,0002189,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2015,La Plantze,Nagott,Vino Generico,,,Valle D'Aosta,30-34,Petit Rouge 60% – Fumin 15% – Cornalin 10% – Mayolet 10% – Premetta 5%,13.5,3k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002189,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2016,La Plantze,Nagott,Vino Generico,,,Valle D'Aosta,30-34,Petit Rouge 60% – Fumin 15% – Cornalin 10% – Mayolet 10% – Premetta 5%,13.5,3k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002189,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2017,La Plantze,Nagott,Vino Generico,,,Valle D'Aosta,30-34,Petit Rouge 60% – Fumin 15% – Cornalin 10% – Mayolet 10% – Premetta 5%,13.5,2k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002189,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2018,La Plantze,Nagott,Vino Generico,,,Valle D'Aosta,30-34,Petit Rouge 60% – Fumin 15% – Cornalin 10% – Mayolet 10% – Premetta 5%,13.5,2k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002189,Rosso Fermo,,,,,,3,88,nd,nd,3,88,2019,La Plantze,Nagott,Vino Generico,,,Valle D'Aosta,30-34,Petit Rouge 60% – Fumin 15% – Cornalin 10% – Mayolet 10% – Premetta 5%,13.5,2k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002189-1,Rosso Fermo,1.47,nd,nd,nd,2.8,2★-3★,86.0,2★-3★,85.5,3★,88.0,,La Plantze,Nagott,Vino Generico,,,Valle D'Aosta,30-34,Petit Rouge 60% – Fumin 15% – Cornalin 10% – Mayolet 10% – Premetta 5%,13.5,2k-3k,nd,-,,,na,na,na,na,na,Italia,1,,,
,0002192,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2018,La Plantze,Vioux,Vino Generico,,,Valle D'Aosta,20-24,Cornalin 100%,14.5,1k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002192-1,Rosso Fermo,0.12,nd,nd,nd,2.0,2★,nd,2★,nd,nd,nd,,La Plantze,Vioux,Vino Generico,,,Valle D'Aosta,20-24,Cornalin 100%,14.5,1k,nd,-,,,na,na,na,na,na,Italia,1,,,
,0002194,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2016,Le Vieux Joseph,Clos De Cartesan,Vino Generico,,,Valle D'Aosta,25-29,Petit Rouge 40% – Cornalin 20% – Altri,13.5,2k,Carbonada e polenta,24 mesi in acciaio e barrique,"Rosso rubino cupo come inchiostro. Tramaaromatica che elargisce profumi di ciliegiee prugne, sensazioni di tabacco e cuoio,scorci balsamici e speziati, fiori essiccati, Lastruttura è ricca, ben sostenuta da un tanninoabbondante e incisivo. Freschezza e sapiditàportano a una garbata persistenza. Matura per2 anni, parte in acciaio e parte in barrique.",,na,na,na,na,na,Italia,2,,,
,0002194-1,Rosso Fermo,0.34,nd,nd,nd,3.0,3★,nd,3★,nd,nd,nd,,Le Vieux Joseph,Clos De Cartesan,Vino Generico,,,Valle D'Aosta,25-29,Petit Rouge 40% – Cornalin 20% – Altri,13.5,2k,Carbonada e polenta,24 mesi in acciaio e barrique,,,na,na,na,na,na,Italia,1,,,
,0002186,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2016,Les Petits Riens,Comptine D'Automne,Vino Generico,,,Valle D'Aosta,30-34,Pinot nero 100%,13,1k,Carbonada con polenta,24 mesi in botte,"Veste riccamente pigmentata da un luminosorosso rubino. Subito espressivo all'olfatto, confragola, lampone, mora e amarena sciroppata,avvolti da soffi di pepe nero, cannella e tabacco.Assaggio strutturato, morbido e con tanniniintegrati. Setoso, diretto, intriso del fruttatodella mora. Fermenta in legno di rovere; riposaper 24 mesi in botti di legno e vasche di grèsporcellanato.",,na,na,na,na,na,Italia,2,,,
,0002186-1,Rosso Fermo,0.34,nd,nd,nd,3.0,3★,nd,3★,nd,nd,nd,,Les Petits Riens,Comptine D'Automne,Vino Generico,,,Valle D'Aosta,30-34,Pinot nero 100%,13,1k,Carbonada con polenta,24 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002188,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2016,Les Petits Riens,Ici Et Maintenant,Vino Generico,,,Valle D'Aosta,30-34,Syrah 80% – Mondeuse 20%,13.5,1k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002188-1,Rosso Fermo,0.12,nd,nd,nd,2.0,2★,nd,2★,nd,nd,nd,,Les Petits Riens,Ici Et Maintenant,Vino Generico,,,Valle D'Aosta,30-34,Syrah 80% – Mondeuse 20%,13.5,1k,nd,-,,,na,na,na,na,na,Italia,1,,,
,0002191,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2016,Les Petits Riens,Si,Vino Generico,,,Valle D'Aosta,30-34,Petit Rouge 100%,13,1k,Ravioli di boudin al burro di nocciole,30 mesi in gres porcellanato,"| Intenso rosso rubino. Attraente il profiloodoroso, contraddistinto da profumi di violettae glicine, verbena e menta; progredisce concenni di lampone, ribes, ciliegie e susine.Notevole la rotondità e l'intensità dell'assaggio,in perfetto equilibrio con tannini levigatiLunga scia finale balsamica. Per 30 mesi incontenitori di grès porcellanato.",,na,na,na,na,na,Italia,2,,,
,0002191,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2022,Les Petits Riens,Si,Vino Generico,,,Valle D'Aosta,30-34,Petit Rouge 100%,13,1k,nd,30 mesi in gres porcellanato,,"Vino Sans Annee, l'annata indica l'anno in cui è stato oggetto di valutazione",na,na,na,na,na,Italia,2,,,
,0002191-1,Rosso Fermo,0.45,nd,nd,nd,2.5,2★-3★,nd,2★-3★,nd,nd,nd,,Les Petits Riens,Si,Vino Generico,,,Valle D'Aosta,30-34,Petit Rouge 100%,13,1k,Ravioli di boudin al burro di nocciole,30 mesi in gres porcellanato,,Prodotto come Sans Annee in alcune annate,na,na,na,na,na,Italia,1,,,
,0002196,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2018,Mai Domi,Iocus,Vino Generico,,,Valle D'Aosta,15-19,Petit Rouge 70% – Fumin 20% – Altri,13.5,1k,Gnocchi al ragù,8 mesi in acciaio e barrique,"Rosso porpora intenso. Regala iniziali cenni dipiccoli frutti rossi; prosegue con fiori secchi,cenni di tabacco, ricordi speziati di chiodi digarofano e pepe nero. Il sorso è sostenuto dabuona tannicità che contribuisce ad allungareun gradevole finale marcato dai frutti maturiRiposa per 8 mesi, parte in acciaio e parte inbarrique.",,na,na,na,na,na,Italia,2,,,
