Categoria-1,Ref,Valutazione,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,Prezzo,PunteggioMedio,PunteggioAIS,Tipologia,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGamberoRosso,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero,,,,,,,,,,,,,,,,
,00001010-1,3★-4★,,Cavallotto,Barolo Riserva Vignolo,Barolo,Riserva – Vignolo,DOCG,Piemonte,100-124,na,na,Rosso fermo,Nebbiolo 100%,14.5,7k-13k,Coda brasata – Castelmagno,60 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001011,5,2012,Ceretto,Barolo Brunate,Barolo,Brunate,DOCG,Piemonte,75-79,92,92,Rosso fermo,Nebbiolo 100%,14,12k,Agnello alla bordolese,24 mesi in tonneau e botte grande,"Brunate finissimo e molto classico. Poco colorato nella sfumatura granato, ha naso tipico di radice di liquirizia e chiodi di garofano, noce moscata e fiori appassiti, bacche e foglie secche. Poi  si allarga e affluiscono note di cipria e ciliegia, fragole macerate e confetture. Al gusto ancora finezza ed equilibrio, con tannini sottili e lunga persistenza. Barolo molto saporito e fresco. Al meglio dal 2020. Tonneau e botte grande ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001011,4,2013,Ceretto,Barolo Brunate,Barolo,Brunate,DOCG,Piemonte,80-84,90,90,Rosso fermo,Nebbiolo 100%,14,13k,Castelmagno e cugnà,24 mesi in tonneau e botte grande,"Granato classico di media intensità,  è un Brunate che colpisce per la fine proposta olfattiva, delicata e preziosa, giocata su freschissimi cenni di ribes e lampone, ciliegia e fragola, e poi su un susseguirsi di violetta e iris, rosa, radici e raspo. Al gusto il tema è dato ancora dalla freschezza. L'impatto è vigoroso, lo sviluppo terso e appena tannico in persistenza. Sarà perfetto dal 2023. Tonneau e botte grande. Prima annata prodotta: 1978 ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001011,5,2015,Ceretto,Barolo Brunate,Barolo,Brunate,DOCG,Piemonte,100-124,93,93,Rosso fermo,Nebbiolo 100%,14.5,13k,Chateaubriand con salsa bernese,24 mesi in tonneau e botte grande,"| Colore granato. Il naso è classico, dai tratti di erbe e ciliegia, fiori essiccati e radice di liquirizia. Un'espressione di grande fascino, ben fusa, eloquente e intrigante. La bocca dà il meglio: corpo pieno e costante, tannini rotondi e maturi, persistenza lunga e gustosa. Splendido Brunate, di equilibrio e sostanza. Un Barolo che si ricorda Riposa fra tonneau e botte grande per 24  | mesi ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001011,5,2016,Ceretto,Barolo Brunate,Barolo,Brunate,DOCG,Piemonte,100-124,92,92,Rosso fermo,Nebbiolo 100%,14.5,13k,Rolata di faraona alle erbe,24 mesi in tonneau e botte grande,"Granato terso, dai profumi raffinati di fiori e di frutta rossa, segnato da una purezza olfattiva di forte impatto: ciliegia e lampone si uniscono a sentori di  fiori essiccati, erbe e ribes; poi leggere nuance di liquirizia e sottobosco.  Al gusto conferma il piglio fresco e leggiadro: il corpo è pieno, il tannino presente, il finale lungo e sapido. Senza fronzoli. Riposa in tonneau e botte per 24 mesi ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001011,5,2017,Ceretto,Barolo Brunate,Barolo,Brunate,DOCG,Piemonte,100-124,93,93,Rosso fermo,Nebbiolo 100%,14.5,13k,Guanciale al Barolo,24 mesi in tonneau e botte grande,"Naso complesso e torrefatto con sentori di cacao e pepe nero, caffè e mora, poi si fa avanti la frutta rossa, dolce di ciliegia, fragola e confetture. La bocca è tersa, fresca di acidi, di piena struttura e sapore. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001011-1,4★-5★,,Ceretto,Barolo Brunate,Barolo,Brunate,DOCG,Piemonte,100-124,na,na,Rosso fermo,Nebbiolo 100%,14.5,12k-13k,Agnello alla bordolese – Castelmagno e cugnà – Chateaubriand con salsa bernese – Rolata di faraona alle erbe – Guanciale al Barolo,24 mesi in tonneau e botte grande,,Prima annata 1978,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001012,3,2013,Ceretto,Barolo Prapò,Barolo,Prapò,DOCG,Piemonte,80-84,88,88,Rosso fermo,Nebbiolo 100%,14,4k,nd,36 mesi in tonneau e botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001012,5,2014,Ceretto,Barolo Prapò,Barolo,Prapò,DOCG,Piemonte,100-124,91,91,Rosso fermo,Nebbiolo 100%,14.5,7k,Filetto di kobe ,36 mesi in tonneau e botte grande,"Granato lieve. Naso molto intenso, leggiadro, di chiaro timbro fruttato, fragrante e trascinante: sfoggia riconoscimenti di ribes e melograno, ciliegia, menta e fragola in confettura. AI palato offre morbidezza, all'interno di una struttura decisa ed equilibrata; seguono tannini fini e una lunga persistenza. Una delizia, da cogliere dal 2022. Vinificato in vasche di acciaio, riposa per 36 mesi fra tonneau e botte grande. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001012,4,2015,Ceretto,Barolo Prapò,Barolo,Prapò,DOCG,Piemonte,100-124,89,89,Rosso fermo,Nebbiolo 100%,15,7k,nd,26 mesi in tonneau e botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001012,5,2016,Ceretto,Barolo Prapò,Barolo,Prapò,DOCG,Piemonte,100-124,91,91,Rosso fermo,Nebbiolo 100%,14.5,7k,Filetto alla Voronoff,26 mesi in tonneau e botte grande,"Granato scintillante. Tracce olfattive molto classiche, di pot-pourri, erbe, violetta, bacche, noce moscata, radice di liquirizia; si allunga, inesorabile,  su un fruttato di ciliegia e lampone. Espressione linda che si ritrova anche al gusto, terso di freschezza, dal giusto corpo e dall'equilibrio prezioso Tannini fitti e rotondi; lunga e floreale persistenza. Matura in tonneau e botte per 26 mesi ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001012,4,2017,Ceretto,Barolo Prapò,Barolo,Prapò,DOCG,Piemonte,100-124,89,89,Rosso fermo,Nebbiolo 100%,14,7k,nd,26 mesi in tonneau e botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001012-1,3★-5★,,Ceretto,Barolo Prapò,Barolo,Prapò,DOCG,Piemonte,100-124,na,na,Rosso fermo,Nebbiolo 100%,14,4k-7k,Filetto di kobe  – Filetto alla Voronoff,26 mesi in tonneau e botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001013,3,2015,Ceretto,Barolo Bussia,Barolo,Bussia,DOCG,Piemonte,100-124,86,86,Rosso fermo,Nebbiolo 100%,14.5,3k,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001013,3,2016,Ceretto,Barolo Bussia,Barolo,Bussia,DOCG,Piemonte,100-124,87,87,Rosso fermo,Nebbiolo 100%,14.5,3k,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001013,3,2017,Ceretto,Barolo Bussia,Barolo,Bussia,DOCG,Piemonte,100-124,87,87,Rosso fermo,Nebbiolo 100%,14,3k,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001013-1,3★,,Ceretto,Barolo Bussia,Barolo,Bussia,DOCG,Piemonte,100-124,na,na,Rosso fermo,Nebbiolo 100%,14,3k,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001014,4,2012,Ceretto,Barolo,Barolo,,DOCG,Piemonte,30-34,89,89,Rosso fermo,Nebbiolo 100%,14,57k,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001014,3,2013,Ceretto,Barolo,Barolo,,DOCG,Piemonte,40-44,86,86,Rosso fermo,Nebbiolo 100%,14,63k,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001014,3,2014,Ceretto,Barolo,Barolo,,DOCG,Piemonte,50-54,86,86,Rosso fermo,Nebbiolo 100%,14,53k,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001014,3,2015,Ceretto,Barolo,Barolo,,DOCG,Piemonte,50-54,86,86,Rosso fermo,Nebbiolo 100%,14.5,54k,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001014,3,2016,Ceretto,Barolo,Barolo,,DOCG,Piemonte,50-54,87,87,Rosso fermo,Nebbiolo 100%,14.5,54k,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001014-1,3★-4★,,Ceretto,Barolo,Barolo,,DOCG,Piemonte,50-54,na,na,Rosso fermo,Nebbiolo 100%,14.5,53k-63k,nd,?,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001015,5,2012,Ceretto,Barolo Bricco Rocche,Barolo,Bricco Rocche,DOCG,Piemonte,125-149,91,91,Rosso fermo,Nebbiolo 100%,14,2k,Cinghiale in umido,24 mesi in tonneau e botte grande,"Bricco Rocche poco appariscente,  ma appassionante per crescita e progressione. L'impatto olfattivo è delicatamente fruttato, finissimo, con sentori di melograno, ribes, lampone, ciliegia, noce moscata. Poi si assesta su pregiate note di fragola macerata  e confetture, pure e terse. Al gusto risponde con la struttura e la ricchezza dei grandi: ha vigore e morbidezza, tannini sottili, lunga e saporosa persistenza. Tonneau e botti grandi per 24 mesi ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001015,5,2013,Ceretto,Barolo Bricco Rocche,Barolo,Bricco Rocche,DOCG,Piemonte,150-174,91,91,Rosso fermo,Nebbiolo 100%,14,4k,Filetto di manzo ai porcini,24 mesi in tonneau e botte grande,"Tra i migliori Bricco Rocche degli ultimi anni. È un Barolo intenso e copioso, con profumi di frutta rossa e piccole spezie, eleganti sensazioni floreali, cremose nuance torrefatte. Si riconoscono sento! di raspo, liquirizia, ciliegia, bacche, confetture: il tutto con grande precisione e proporzione. Al gusto stessa trama  e valore; l'avvio è prestante e gustoso, fresco nello sviluppo, appena tannico sul finale. Un vino di superba armonia Riposa in tonneau e botte grande per 2 anni. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001015,4,2015,Ceretto,Barolo Bricco Rocche,Barolo,Bricco Rocche,DOCG,Piemonte,150-174,89,89,Rosso fermo,Nebbiolo 100%,14.5,4k,Agnello al forno,24 mesi in tonneau e botte grande,"| Granato lucente. Molto timido, lento a focalizzarsi. Poi si scioglie e la progressione è gioia per i sensi: fiori essiccati, cipria, bacche, foglie secche, ciliegia, lampone, piccoli frutti di sottobosco. L'assaggio non smentisce la firma in etichetta: struttura piena, tannino fitto, sapore fresco e lungo. Un Bricco Rocche di grande personalità. Matura per 2 anni in tonneau e botte grande. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001015,4,2016,Ceretto,Barolo Bricco Rocche,Barolo,Bricco Rocche,DOCG,Piemonte,175-199,89,89,Rosso fermo,Nebbiolo 100%,14,4k,nd,24 mesi in tonneau e botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001015-1,4★-5★,,Ceretto,Barolo Bricco Rocche,Barolo,Bricco Rocche,DOCG,Piemonte,175-199,na,na,Rosso fermo,Nebbiolo 100%,14,2k-4k,nd,24 mesi in tonneau e botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001016,3,2012,Michele Chiarlo,Barolo Cerequio,Barolo,Cerequio,DOCG,Piemonte,60-64,87,87,Rosso fermo,Nebbiolo 100%,14,15k,Agnello al ginepro,24 mesi in botte grande,"| Rosso rubino cupo. Naso di ampio sviluppo, con sequenza di frutta rossa in confettura, fiori appassiti e speziatura dolce. Al gusto non fa mancare ricchezza estrattiva e si dispone su tannini morbidi e vellutati. Chiusura mediamente lunga su note di torrefazione. Matura in tonneau per 24 | mesi. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001016,5,2013,Michele Chiarlo,Barolo Cerequio,Barolo,Cerequio,DOCG,Piemonte,60-64,91,91,Rosso fermo,Nebbiolo 100%,14,13k,Petto d'anatra al forno,24 mesi in botte grande,"Cerequio dal piglio olfattivo nobile e austero; sfoggia un'espressione fruttata e speziata di gran pregio, fatta di  sottili sentori di spezie, fiori appassiti, ciliegia e confetture, lampone e nuance mentolate. Al gusto si conferma campione di precisione ed equilibrio:  è proporzionato nella struttura, molto fresco, appena tannico nel finale succoso. Cerequio mai così buono. Dal 2022. Fermenta in tini di legno e matura per 2 amni in tonneau ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001016,3,2015,Michele Chiarlo,Barolo Cerequio,Barolo,Cerequio,DOCG,Piemonte,65-69,87,87,Rosso fermo,Nebbiolo 100%,14,13k,Cinghiale al Barolo,24 mesi in botte grande,"Caratteri molto classici ed eleganti, floreali e speziati in avvio, con liquirizia ed erbe a dominare, poi bacche e fiori appassiti, la frutta, che allarga lo spettro a more e confettura di susina. Al gusto ancora finezza e precisione: lo sviluppo è regolare, il corpo pieno, la persistenza lunga e finemente tannica. Fermenta  in acciaio e sosta per 2 anni in botte grande. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001016,3,2016,Michele Chiarlo,Barolo Cerequio,Barolo,Cerequio,DOCG,Piemonte,70-74,88,88,Rosso fermo,Nebbiolo 100%,14,12k,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001016,5,2017,Michele Chiarlo,Barolo Cerequio,Barolo,Cerequio,DOCG,Piemonte,70-74,92,92,Rosso fermo,Nebbiolo 100%,14,7k,Lepre al ginepro,24 mesi in botte grande,"Cerequio di sostanza, piace per equilibrio e generosità. Il naso è profondo, di frutta matura e confetture, mora di gelso e bacche, marasca e fiori passiti. La bocca godibile e armoniosa, ha sapo- re e finezza tannica. Un Barolo rassicurante, al meglio dal 2027",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001016-1,3★-5★,,Michele Chiarlo,Barolo Cerequio,Barolo,Cerequio,DOCG,Piemonte,70-74,na,na,Rosso fermo,Nebbiolo 100%,14,7k-15k,Agnello al ginepro – Petto d'anatra al forno – Cinghiale al Barolo – Lepre al ginepro,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001017,3,2012,Michele Chiarlo,Barolo Cannubi,Barolo,Cannubi,DOCG,Piemonte,60-64,87,87,Rosso fermo,Nebbiolo 100%,14,5k,Capriolo con polenta,24 mesi in botte,"Rosso rubino intenso. Profuma di amarena candita, violetta appassita e cioccolatino alla ciliegia, con chiusura di baccello di vaniglia. Sorso pieno e scorrevole, in sostanziale equilibrio, grazie a una maturità tannica già raggiunta. Per 2 amni in tonneau ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001017,4,2013,Michele Chiarlo,Barolo Cannubi,Barolo,Cannubi,DOCG,Piemonte,60-64,90,90,Rosso fermo,Nebbiolo 100%,14,5k,Raschera d'alpeggio,24 mesi in botte,"| Un Cannubi fruttato e finissimo, classico nel colore granato, superclassico nell'espressione di fiori appassiti e piccole spezie in avvio, poi generoso nella sostanza, avvolgente di frutta rossa e sottobosco, susina, erbe officinali e confettura di ciliegie, fragola e liquirizia. AI gusto stessa precisione ed equilibrio come da copione: ingresso morbido e bilanciato, tannini sottili, lunga persistenza fruttata. In tonneau per 24 mesi. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001017,5,2015,Michele Chiarlo,Barolo Cannubi,Barolo,Cannubi,DOCG,Piemonte,65-69,91,91,Rosso fermo,Nebbiolo 100%,14,5k,Risotto alla beccaccia,24 mesi in botte,"| Granato classico. Naso elegante, minerale, un po' erbaceo in avvio, poi finissimo, fiorito di violetta e rose, man mano più fruttato e torrefatto. La bocca è ottima e gustosa, ricca di corpo, dai tannini sfumati, di lunga e saporosa persistenza. Una gioia. Fermenta in tino da 50 ettolitri, dove matura per 24 mesi, quindi affina per altri 15 in bottiglia. Prima annata prodotta: 1990. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001017,3,2016,Michele Chiarlo,Barolo Cannubi,Barolo,Cannubi,DOCG,Piemonte,70-74,87,87,Rosso fermo,Nebbiolo 100%,14,6k,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001017,4,2017,Michele Chiarlo,Barolo Cannubi,Barolo,Cannubi,DOCG,Piemonte,70-74,90,90,Rosso fermo,Nebbiolo 100%,14,4k,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001017-1,3★-5★,,Michele Chiarlo,Barolo Cannubi,Barolo,Cannubi,DOCG,Piemonte,70-74,na,na,Rosso fermo,Nebbiolo 100%,14,4k-6k,Capriolo con polenta – Raschera d'alpeggio – Risotto alla beccaccia,24 mesi in botte,,Prima annata 1990,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001018,3,2010,Michele Chiarlo,Barolo Riserva Cerequio,Barolo,Riserva – Cerequio,DOCG,Piemonte,125-149,88,88,Rosso fermo,Nebbiolo 100%,14,3k,Filetto di maiale in crosta,36 mesi in botte grande,"Granato tenue. Profilo olfattivo generoso e fruttato: emergono sentori di ciliegia, fragola macerata, torrefazione, cioccolato; poi tipiche florealità di  rosa appassita e violetta, con erbe e liquirizia a concludere. AI palato rivela  la grinta e il vigore dell'annata: struttura solida, tannino deciso e solida, gustosa permanenza. Vinificazione in rovere e sosta in grandi botti per 36 mesi. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001018,5,2013,Michele Chiarlo,Barolo Riserva Cerequio,Barolo,Riserva – Cerequio,DOCG,Piemonte,125-149,91,91,Rosso fermo,Nebbiolo 100%,14,3k,Cervo brasato in salsa di mirtilli,24 mesi in botte grande,"Granato scuro. Il naso inizialmente timido, di frutta rossa, susina e caffè,  si distende sicuro, sciogliendo tracce  di frutta zuccherata, fragola macerata  e amarena. Al gusto non nasconde la ricchezza del millesimo: ha corpo pieno, tannini tipici e finale fresco e persistente Un Cerequio che unisce eleganza e rigore. Lavora sulla distanza e sbaraglia il campo. Vinificato in tini di legno, poi per 3 anni in botte grande. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001018-1,3★-5★,,Michele Chiarlo,Barolo Riserva Cerequio,Barolo,Riserva – Cerequio,DOCG,Piemonte,125-149,na,na,Rosso fermo,Nebbiolo 100%,14,3k,Filetto di maiale in crosta – Cervo brasato in salsa di mirtilli,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001019,4,2012,Michele Chiarlo,Barolo Tortoniano,Barolo,,DOCG,Piemonte,35-39,90,90,Rosso fermo,Nebbiolo 100%,14,65k,Filetto in crosta di nocciole,24 mesi in botte grande,"Rosso rubino con nitidi riflessi granato. Profilo ofattivo intenso, avvolgente e  in costante evoluzione, fitto di note fruttate che ricordano ciliegia e ribes nero maturi, proseguendo con sentori di spezie dolci, liquirizia e cacao. Al gusto è pieno e avvolgente, con tannini ben integrati e precisa chiusura sapida, che allunga la persistenza. Riposa in botte grande da 55 ettolitri per 24 mesi e affina in bottiglia per altri 18 ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001019,3,2013,Michele Chiarlo,Barolo Tortoniano,Barolo,,DOCG,Piemonte,35-39,85,85,Rosso fermo,Nebbiolo 100%,14,65k,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001019,3,2014,Michele Chiarlo,Barolo Tortoniano,Barolo,,DOCG,Piemonte,35-39,86,86,Rosso fermo,Nebbiolo 100%,14,62k,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001019-1,3★-4★,,Michele Chiarlo,Barolo Tortoniano,Barolo,,DOCG,Piemonte,35-39,na,na,Rosso fermo,Nebbiolo 100%,14,62k-65k,Filetto in crosta di nocciole,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001020,5,2017,Chionetti,Barolo Parussi,Barolo,Parussi,DOCG,Piemonte,40-44,92,92,Rosso fermo,Nebbiolo 100%,14,3k,Tournedos di vitello,24 mesi in botte grande,"Granato luminoso, profilo olfattivo delicato, quasi sussurrato, di gran finezza, giocato su note balsamiche e mentolate, liquirizia dolce, erbe officinali e ancora confettura di mora e agrumi matu- ri. Già equilibrato e definito, con trama tannica raffinata e cesel- lata. Godibile e intensa persistenza.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,0001021,4,2017,Chionetti,Barolo Bussia Vigna Pianpolvere,Barolo,Bussia,DOCG,Piemonte,70-74,89,89,Rosso fermo,Nebbiolo 100%,14.5,4k,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,0001022,4,2017,Chionetti,Barolo Roncaglie,Barolo,Bussia,DOCG,Piemonte,70-74,89,89,Rosso fermo,Nebbiolo 100%,14.5,4k,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
