Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Anno,Menzioni,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,Abbinamento,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Affinamento,Descrizione,Note,Nazione,V,Q,Millesimo,Tecnica,Zucchero,Entry
IN,0001524-1,10.95,61,0.55,21,4.6,,Currà,Barbaresco Currà,DOCG,Barbaresco,Sottimano,Piemonte,4★-5★,100-124,Nebbiolo 100%,Tagliata di chianina – Fegato di vitello glassato – Filetto di maiale lardellato – Scamone di manzo alla piastra – Carrè di maiale alle erbe,na,,na,,na,Rosso fermo,14.5,1k-3k,20 mesi in barrique,,Prima annata 1995,Italia,,,,,,1
,0001527,,,,,,2013,Fausoni,Barbaresco Fausoni,DOCG,Barbaresco,Sottimano,Piemonte,3,60-64,Nebbiolo 100%,Animelle al vino rosso,86,,86,,na,Rosso fermo,14,4k,20 mesi in botte,"Il più espressivo e il più pronto della serie. Granato scuro, sfoggia un naso avvolgente e morbido, una fusione perfetta di sensazioni tostate e di torrefazione, tra cui cacao, menta, liquirizia. Poi tanta sostanza fruttata, mora di gelso e lampone maturo, ciliegia e confettura di fragole: un quadro olfattivo largo ed esibito. La bocca risponde con pari sostanza e generosità Il corpo è pieno, il ritmo tannico vibrante, la lunghezza giusta e fruttata. Viva l'eleganza. Dal 2019. In barrique usate al 90 per cento per 2 anni. ",,Italia,,,,,,2
,0001527,,,,,,2014,Fausoni,Barbaresco Fausoni,DOCG,Barbaresco,Sottimano,Piemonte,3,60-64,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,13.5,4k,20 mesi in botte,,,Italia,,,,,,2
,0001527,,,,,,2015,Fausoni,Barbaresco Fausoni,DOCG,Barbaresco,Sottimano,Piemonte,4,55-59,Nebbiolo 100%,Scaloppine di maiale agli asparagi,89,,89,,na,Rosso fermo,14,5k,20 mesi in botte,"Granato lucente. Trama olfattiva avvenente: profonda, fruttata, zuccherina. Si parte con sentori di torrefazione, cioccolato, menta e frutti scuri; poi mora, pesca, e una ciliegia fresca e succosa. Al gusto non manca di energia e vigore: il corpo è pieno, il tannino fervido, la chiusura saporita Fermentazione in acciaio e riposo in barrique nuove al 20 per cento. ",,Italia,,,,,,2
,0001527,,,,,,2016,Fausoni,Barbaresco Fausoni,DOCG,Barbaresco,Sottimano,Piemonte,3,55-59,Nebbiolo 100%,Gulash ,87,,87,,na,Rosso fermo,14,5k,20 mesi in botte,,,Italia,,,,,,2
,0001527,,,,,,2018,Fausoni,Barbaresco Fausoni,DOCG,Barbaresco,Sottimano,Piemonte,4,70-74,Nebbiolo 100%,nd,89,,89,,na,Rosso fermo,14,6k,20 mesi in botte,,,Italia,,,,,,2
IN,0001527-1,3.02,17,0.23,9,3.4,,Fausoni,Barbaresco Fausoni,DOCG,Barbaresco,Sottimano,Piemonte,3★-4★,70-74,Nebbiolo 100%,Animelle al vino rosso – Scaloppine di maiale agli asparagi – Gulash ,na,,na,,na,Rosso fermo,14,4k-6k,20 mesi in botte,,Prima annata 1989,Italia,,,,,,1
,0001525,,,,,,2013,Pajorè,Barbaresco Pajorè,DOCG,Barbaresco,Sottimano,Piemonte,5,60-64,Nebbiolo 100%,Filetto di cervo ai mirtilli,91,,91,,na,Rosso fermo,14,5k,20 mesi in botte,"Scuro, denso, è un Pajorè dal naso eccellente, ricco e vibrante nei sapori.  Il profilo olfattivo è sciolto, largo,  molto intenso; affluiscono note di ciliegia matura e frutta zuccherata, lampone e ribes, erbe di montagna e menta, confetture. Tanta precisione ed eleganza. Al gusto è il cru di sempre esprime prestanza e volumi, pienezza e morbidezza. Ha struttura ampia e tannini decisi, persistenza e chiusura fruttata Sosta per 20 mesi in barrique usate per il 90 per cento. ",,Italia,,,,,,2
,0001525,,,,,,2014,Pajorè,Barbaresco Pajorè,DOCG,Barbaresco,Sottimano,Piemonte,5,60-64,Nebbiolo 100%,Stinco di manzo al vino rosso,91,,91,,na,Rosso fermo,14,5k,20 mesi in botte,"Barbaresco eccellente; scuro e fitto  nel colore granato, gode di un profilo olfattivo molto raffinato, dove i classici fiori del nebbiolo si uniscono a un frutto succoso. Si notano profumi di mora e ciliegia, confettura, erbe officinali, viola e foglie secche, radice di liquirizia. Al gusto ha corpo pieno e morbido. È un vino saporito, dal tannino presente ma maturo, e con un finale lungo e assortito di spunti aromatici. Vinificato in vasche di acciaio, riposa per 20 mesi in barrique usate. Primo anno di produzione: 1995 ",,Italia,,,,,,2
,0001525,,,,,,2015,Pajorè,Barbaresco Pajorè,DOCG,Barbaresco,Sottimano,Piemonte,3,55-59,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,5k,20 mesi in botte,,,Italia,,,,,,2
,0001525,,,,,,2016,Pajorè,Barbaresco Pajorè,DOCG,Barbaresco,Sottimano,Piemonte,3,55-59,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,5k,20 mesi in botte,,,Italia,,,,,,2
,0001525,,,,,,2017,Pajorè,Barbaresco Pajorè,DOCG,Barbaresco,Sottimano,Piemonte,3,60-64,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,5k,20 mesi in botte,,,Italia,,,,,,2
,0001525,,,,,,2018,Pajorè,Barbaresco Pajorè,DOCG,Barbaresco,Sottimano,Piemonte,5,70-74,Nebbiolo 100%,Petto d'anatra al forno,93,,93,,na,Rosso fermo,14.5,5k,20 mesi in botte,"Dall'omonimo cru di Treiso, ecco un 2018 di gran carattere ed espressione. La trama olfattiva è decisamente floreale e frutta- ta con spunti di rosa, violetta e geranio, poi fragolina di bosco, melograno e ribes. Di pari valore anche il gusto, fresco e morbi- do, appena tannico e succoso sul finale. ",,Italia,,,,,,2
IN,0001525-1,9.96,56,0.77,29,4.0,,Pajorè,Barbaresco Pajorè,DOCG,Barbaresco,Sottimano,Piemonte,3★-5★,70-74,Nebbiolo 100%,Filetto di cervo ai mirtilli – Stinco di manzo al vino rosso – Petto d'anatra al forno,na,,na,,na,Rosso fermo,14.5,5k,20 mesi in botte,,Prima annata 1995,Italia,,,,,,1
,0001333,,,,,,2012,Bussia,Barolo Bussia,DOCG,Barolo,Stroppiana,Piemonte,3,30-34,Nebbiolo 100%,Faraona ai frutti di bosco,86,,86,,na,Rosso fermo,14.5,4k,24 mesi in botte,"Granato. Si stacca di netto dagli altri Barolo aziendali, e deve essere per forza l'effetto del cru monfortino: dove trovare altrimenti quelle note agrumate e di melograno che sfumano il nitido fulgore della fragolina, e quella forza rugginosa, intrigante? In bocca ha potenza alcolica, certo, e chiude tannico, con coda amaricante che ricorda il rabarbaro, l’assenzio. Fermenta in acciaio, poi riposa per 3 anni in botte di rovere da 22 ettolitri. ",,Italia,,,,,,2
,0001333,,,,,,2013,Bussia,Barolo Bussia,DOCG,Barolo,Stroppiana,Piemonte,3,30-34,Nebbiolo 100%,Girello di manzo salmistrato,86,,86,,na,Rosso fermo,14.5,4k,24 mesi in botte,"Indietro di un anno rispetto ai confratelli, il Bussia si presenta con un granato intenso, privo di toni evolutivi. Colpisce subito per ricchezza e profondità olfattiva: fragolina macerata, viola declinante, una ricca ed elegante speziatura di pepe e chiodi di garofano, fugaci inserti mentolati. Palato ampio e incisivo, di eccellente fattura tannica, ricco di aromi di piccoli frutti, distintiva sapidità e decisa persistenza. ll grand cru non mente. Riposa per 36 mesi in botte grande. ",,Italia,,,,,,2
,0001333,,,,,,2014,Bussia,Barolo Bussia,DOCG,Barolo,Stroppiana,Piemonte,2,35-39,Nebbiolo 100%,nd,84,,84,,na,Rosso fermo,14,2k,24 mesi in botte,,,Italia,,,,,,2
,0001333,,,,,,2015,Bussia,Barolo Bussia,DOCG,Barolo,Stroppiana,Piemonte,3,35-39,Nebbiolo 100%,Bitto storico d'alpeggio,86,,86,,na,Rosso fermo,14.5,2k,24 mesi in botte,"Granato fitto. Si mostra assai più profondo, più scuro nelle note fruttate e speziate, laddove il 2014 è, oggi, tutto un aleggiare di tratti floreali, vegetali, persino agrumati. Per questo 2015,  un naso più caldo e meno aereo, vigoroso come il sorso, in cui l'evidente sensazione pseudocalorica non può nascondere un tannino inflessibile ma buono. Finale di rabarbaro. Riposa per 24 mesi in botti da 25 ettolitri. ",,Italia,,,,,,2
,0001333,,,,,,2016,Bussia,Barolo Bussia,DOCG,Barolo,Stroppiana,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,15,2k,24 mesi in botte,,,Italia,,,,,,2
IN,0001333-1,1.47,8,0.17,7,2.8,,Bussia,Barolo Bussia,DOCG,Barolo,Stroppiana,Piemonte,3★,45-49,Nebbiolo 100%,Faraona ai frutti di bosco – Girello di manzo salmistrato – Bitto storico d'alpeggio,na,,na,,na,Rosso fermo,15,2k-4k,24 mesi in botte,,,Italia,,,,,,1
,0001332,,,,,,2010,Bussia – Riserva,Barolo Bussia Riserva,DOCG,Barolo,Stroppiana,Piemonte,3,40-44,Nebbiolo 100%,Cosciotto di chinghiale in salsa di Barolo,86,,86,,na,Rosso fermo,14.5,1k,36 mesi in botte,"Granato fitto. Naso avvincente: bellissime sensazioni di conifera, menta, sandalo, di lampone, anice stellato, liquirizia, violetta appassita. Palato più essenziale: tosto, tannico e ferroso come solo la Bussia, caldo, punta dritto al sapido finale, senza orpelli lungo il percorso. Per 3 anni in botti di rovere di Slavonia da 20 ettolitri ",,Italia,,,,,,2
,0001332,,,,,,2011,Bussia – Riserva,Barolo Bussia Riserva,DOCG,Barolo,Stroppiana,Piemonte,3,40-44,Nebbiolo 100%,Manzo speziato con mousse di parmigiano,86,,86,,na,Rosso fermo,14.5,2k,36 mesi in botte,"Granato fitto. All’olfatto si mostra subito ferrigno, rugginoso, a sottolineare la fase evolutiva e il terroir. Poi, su uno sfondo austero di sottobosco, compaiono sensazioni di bacche rosse in confettura, caffè, ginepro, aghi di pino secchi. Il sorso ha potenza e massa indubitabili, tannini robusti; lunga conclusione su toni amaricanti di chinotto. Per 3 anni in botti grandi ",,Italia,,,,,,2
,0001332,,,,,,2012,Bussia – Riserva,Barolo Bussia Riserva,DOCG,Barolo,Stroppiana,Piemonte,3,40-44,Nebbiolo 100%,Anatra all'arancia,87,,87,,na,Rosso fermo,15,1k,36 mesi in botte,"Granato. Ampio, sedimenta profumi evoluti e fascinosi di noce moscata, mora, sottobosco, pepe nero e assenzio Al palato ha vigore da vendere, sia sul fronte dell'estrazione tannica, massiccia ma di qualità, sia su quello della massa fruttata, cui corrisponde una presenza pseudocalorica ben dimensionata per sostenere questi imponenti volumi. Nel lungo finale emergono chiare note dei legni di elevazione. Sosta per 3 anni in botti da 11 ettolitri ",,Italia,,,,,,2
,0001332,,,,,,2013,Bussia – Riserva,Barolo Bussia Riserva,DOCG,Barolo,Stroppiana,Piemonte,4,40-44,Nebbiolo 100%,Filetto di manzo in salsa al Porto,89,,89,,na,Rosso fermo,15,1k,36 mesi in botte,"Granato vivido e compatto. Si resta subito affascinati da intensi sentori di fragolina e lampone, quasi in confettura, una dolcezza antica che porta con  sé anche i profumi di rosa, cannella  e liquirizia che proseguono la danza olfattiva. Così quasi sorprendono, all'assaggio, la robustezza della tessitura tannica, la fitta trama strutturale della Bussia, la sua mineralità potente e misurata. Se la chiusura è ancora a dominante tattile, il sorso è persistente e gustoso, quasi maestoso. Fermenta  in acciaio e matura per 3 anni in botti di rovere da 11 ettolitri. ",,Italia,,,,,,2
,0001332,,,,,,2015,Bussia – Riserva,Barolo Bussia Riserva,DOCG,Barolo,Stroppiana,Piemonte,3,55-59,Nebbiolo 100%,Brasato ,87,,87,,na,Rosso fermo,15,1k,36 mesi in botte,"Granato fitto. Confettura di lampone e tratti ferrigni dominano il primo naso, che poi s'apre su finezze agrumate e balsamiche, d'abetaia. Imponente come si conviene a una riserva, riempie il palato con un tannino roccioso, che dà sostanza tattile e una pa- tina gustativa amarognola al succoso finale.",,Italia,,,,,,2
IN,0001332-1,2.36,13,0.23,9,3.2,,Bussia – Riserva,Barolo Bussia Riserva,DOCG,Barolo,Stroppiana,Piemonte,3★-4★,55-59,Nebbiolo 100%,Cosciotto di chinghiale in salsa di Barolo – Manzo speziato con mousse di parmigiano – Anatra all'arancia – Filetto di manzo in salsa al Porto – Brasato ,na,,na,,na,Rosso fermo,15,1k-2k,36 mesi in botte,,,Italia,,,,,,1
,0001334,,,,,,2012,,Barolo Leonardo,DOCG,Barolo,Stroppiana,Piemonte,2,30-34,Nebbiolo 100%,nd,84,,84,,na,Rosso fermo,14,13k,24 mesi in botte,,,Italia,,,,,,2
,0001334,,,,,,2013,,Barolo Leonardo,DOCG,Barolo,Stroppiana,Piemonte,2,30-34,Nebbiolo 100%,Coda di vitello brasata,84,,84,,na,Rosso fermo,14,13k,24 mesi in botte,"Bel granato. Attacca speziato e tostato: ci trovi la noce moscata, il caffè, il tabacco scuro. In progressiva rimonta  le note di mora in alcol, poi ancora liquirizia. Succoso e potente, supera  le asperità tanniche grazie al surplus fruttato e pseudocalorico. Per 36 mesi in rovere francese da 20-25 ettolitri ",,Italia,,,,,,2
,0001334,,,,,,2014,,Barolo Leonardo,DOCG,Barolo,Stroppiana,Piemonte,2,30-34,Nebbiolo 100%,nd,84,,84,,na,Rosso fermo,14,13k,24 mesi in botte,,,Italia,,,,,,2
,0001334,,,,,,2015,,Barolo Leonardo,DOCG,Barolo,Stroppiana,Piemonte,2,30-34,Nebbiolo 100%,nd,84,,84,,na,Rosso fermo,14.5,13k,24 mesi in botte,,,Italia,,,,,,2
,0001334,,,,,,2017,,Barolo Leonardo,DOCG,Barolo,Stroppiana,Piemonte,3,30-34,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,10k,24 mesi in botte,,,Italia,,,,,,2
IN,0001334-1,0.80,4,0.14,5,2.2,,,Barolo Leonardo,DOCG,Barolo,Stroppiana,Piemonte,2★-3★,30-34,Nebbiolo 100%,Coda di vitello brasata,na,,na,,na,Rosso fermo,14.5,10k-13k,24 mesi in botte,,,Italia,,,,,,1
,0001335,,,,,,2012,San Giacomo,Barolo San Giacomo,DOCG,Barolo,Stroppiana,Piemonte,3,35-39,Nebbiolo 100%,Tournedos di bue all'uva,86,,86,,na,Rosso fermo,14.5,1k,24 mesi in tonneau,"Bel granato. Suggestivo sentore di confettura di fragoline all'inizio, subito affiancato da cenni di liquirizia, chiodi di garofano, e poi ancora viola e vecchi legni odorosi. Coerenza totale al retrolfatto; palato classico, tannico, robusto ma leggiadro, con chiosa appena amarognola, stuzzicante. In tonneau per 2 anni ",,Italia,,,,,,2
,0001335,,,,,,2013,San Giacomo,Barolo San Giacomo,DOCG,Barolo,Stroppiana,Piemonte,3,35-39,Nebbiolo 100%,Capretto al forno,86,,86,,na,Rosso fermo,14.5,13k,24 mesi in tonneau,"Granato. Dopo un primo sbuffo alcolico, una sequenza nebbiolesca calda e tortoniana: marasca in alcol, un fondo ferrigno, liquirizia, chiodi di garofano. Caldo, ricco, solo nel finale fa valere  la sua grintosa estrazione tannica. Fermenta per 10 giorni in acciaio, seguono 2 anmni in tonneau da 600 litri ",,Italia,,,,,,2
,0001335,,,,,,2014,San Giacomo,Barolo San Giacomo,DOCG,Barolo,Stroppiana,Piemonte,3,35-39,Nebbiolo 100%,Rotolo di fagiano al forno con pere e castagne,86,,86,,na,Rosso fermo,14,13k,24 mesi in tonneau,"Granato vivo. Sensazioni di elevazione e di spezie, come noce moscata, in primo piano; segue una sequenza di piccoli frutti sotto spirito, florealità evoluta e un profumo antico di terra buona, scaldata dal sole. Tannico per estrazione e per gioventù, ha una struttura misurata, e soprattutto un finale gustoso, che invita all'abbinamento. Barrique per un anno, poi botti. ",,Italia,,,,,,2
,0001335,,,,,,2016,San Giacomo,Barolo San Giacomo,DOCG,Barolo,Stroppiana,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,2k,24 mesi in tonneau,,,Italia,,,,,,2
,0001335,,,,,,2017,San Giacomo,Barolo San Giacomo,DOCG,Barolo,Stroppiana,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,2k,24 mesi in tonneau,,,Italia,,,,,,2
IN,0001335-1,1.69,9,0.23,8,3.0,,San Giacomo,Barolo San Giacomo,DOCG,Barolo,Stroppiana,Piemonte,3★,40-44,Nebbiolo 100%,Tournedos di bue all'uva – Capretto al forno – Rotolo di fagiano al forno con pere e castagne,na,,na,,na,Rosso fermo,14.5,1k-13k,24 mesi in tonneau,,,Italia,,,,,,1
,0001533,,,,,,2012,,Barbaresco Bordino,DOCG,Barbaresco,Tenuta Carretta,Piemonte,3,25-29,Nebbiolo 100%,Coda di rospo brasata,86,,86,,na,Rosso fermo,14,10k,12 mesi in botte,"Bel rosso granato. Naso moderno ed esuberante, fresco di note vegetali e balsamiche. Si assesta poi su note classiche di fiori e frutta macerata con lampi minerali a illuminare la scena. Bocca fresca e sapida, con tannini smorzati e godibili, che ne fanno un vino già pronto. In botti da 30 e 50 ettolitri per 12 mesi. ",,Italia,,,,,,2
IN,0001533-1,0.34,2,0.07,3,3.0,,,Barbaresco Bordino,DOCG,Barbaresco,Tenuta Carretta,Piemonte,3★,25-29,Nebbiolo 100%,Coda di rospo brasata,na,,na,,na,Rosso fermo,14,4k-10k,12 mesi in botte,,,Italia,,,,,,1
,0001532,,,,,,2015,Garassino,Barbaresco Garassino,DOCG,Barbaresco,Tenuta Carretta,Piemonte,2,25-29,Nebbiolo 100%,nd,84,,84,,na,Rosso fermo,14,10k,24 mesi in botte,,,Italia,,,,,,2
,0001532,,,,,,2016,Garassino,Barbaresco Garassino,DOCG,Barbaresco,Tenuta Carretta,Piemonte,3,25-29,Nebbiolo 100%,Parmigiano reggiano 36 mesi,85,,85,,na,Rosso fermo,14,4k,24 mesi in botte,"Classico rosso granato. Naso fine  e sussurrato, che colpisce per la progressione di spezie, fiori e piccoli frutti in primo piano, con ventate balsamiche. All'assaggio è decisamente convincente, saporito e pieno, con tannini ancora vibranti che fanno pensare a un ottimo potenziale evolutivo. Dopo 2 anni in botte grande, affina un ulteriore anno in bottiglia ",,Italia,,,,,,2
,0001532,,,,,,2017,Garassino,Barbaresco Garassino,DOCG,Barbaresco,Tenuta Carretta,Piemonte,2,25-29,Nebbiolo 100%,nd,84,,84,,na,Rosso fermo,14,4k,12 mesi in botte,,,Italia,,,,,,2
IN,0001532-1,0.57,3,0.12,4,2.3,,Garassino,Barbaresco Garassino,DOCG,Barbaresco,Tenuta Carretta,Piemonte,2★-3★,25-29,Nebbiolo 100%,Parmigiano reggiano 36 mesi,na,,na,,na,Rosso fermo,14,4k-10k,12-24 mesi in botte,,,Italia,,,,,,1
,0001531,,,,,,2013,Riserva,Barbaresco Riserva Cascina Bordino,DOCG,Barbaresco,Tenuta Carretta,Piemonte,3,40-44,Nebbiolo 100%,Filetto al pepe verde,86,,86,,na,Rosso fermo,14,10k,36 mesi in botte,"Classico rosso granato. L'esordio  è scuro, quasi cupo, decisamente introverso: china, humus, sottobosco, tocchi balsamici; nella progressione  si fa più accogliente, con precisi  rimandi a frutti di bosco macerati, grafite, caramella d'orzo, liquirizia, erbe aromatiche. All'assaggio è fresco, quasi beverino: ma la stoffa è tanta, così come la struttura e la persistenza. Fermenta in acciaio, matura in botti di quercia da 25 e 50 ettolitri per 30 mesi e affina per altri 24 in bottiglia ",,Italia,,,,,,2
,0001531,,,,,,2014,Riserva,Barbaresco Riserva Cascina Bordino,DOCG,Barbaresco,Tenuta Carretta,Piemonte,3,45-49,Nebbiolo 100%,Cosciotto di castrato arrosto,86,,86,,na,Rosso fermo,14,3k,36 mesi in botte,"Accattivante rosso granato. Esordisce serio e scuro con polvere di caffè e cacao, seguiti da cenni salmastri; regala poi sentori di frutti di bosco macerati e in confettura. Sorso dalla bella freschezza e dai tannini definiti. Trascorre 30 mesi in botti da 25 e 50 ettolitri, quindi affina per 2 anni in bottiglia. ",,Italia,,,,,,2
,0001531,,,,,,2015,Riserva,Barbaresco Riserva Cascina Bordino,DOCG,Barbaresco,Tenuta Carretta,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,4k,36 mesi in botte,,,Italia,,,,,,2
IN,0001531-1,1.02,6,0.12,5,3.0,,Riserva,Barbaresco Riserva Cascina Bordino,DOCG,Barbaresco,Tenuta Carretta,Piemonte,3★,45-49,Nebbiolo 100%,Filetto al pepe verde – Cosciotto di castrato arrosto,na,,na,,na,Rosso fermo,14,3k-10k,36 mesi in botte,,,Italia,,,,,,1
,0001337,,,,,,2011,Cannubi,Barolo Cannubi,DOCG,Barolo,Tenuta Carretta,Piemonte,3,50-54,Nebbiolo 100%,Nocette di agnello alla mela,86,,86,,na,Rosso fermo,14,9k,24 mesi in botte grande,"Colore rosso granato classico. l profilo olfattivo è contrassegnato inizialmente da rosa e viola, fragolina, lampone, mora e ribes. Speziatura fitta e dolce, con note di tabacco e liquirizia. Il sorso beneficia dell’anno in più di riposo e si avvia verso l’equilibrio, ben sostenuto da tannino e freschezza. Per 24 mesi in botti grandi di rovere. ",,Italia,,,,,,2
,0001337,,,,,,2012,Cannubi,Barolo Cannubi,DOCG,Barolo,Tenuta Carretta,Piemonte,3,45-49,Nebbiolo 100%,Coda alla vaccinara,86,,86,,na,Rosso fermo,14,9k,24 mesi in botte grande,"Il rosso rubino tende già al granato. Olfatto fragrante ed espressivo, contrassegnato da piccole spezie, frutta macerata, dolcezze di chinotto e liquirizia, tocchi di grafite, cuoio e humus. l sorso si dimostra ricco e proporzionato, con tannini sinuosi  che accarezzano il palato e ottima permanenza. Riposa per 2 anni in botti da 25 e 50 ettolitri. ",,Italia,,,,,,2
,0001337,,,,,,2013,Cannubi,Barolo Cannubi,DOCG,Barolo,Tenuta Carretta,Piemonte,3,45-49,Nebbiolo 100%,Cinghiale in umido,86,,86,,na,Rosso fermo,14,9k,24 mesi in botte grande,"Scintillante rosso granato. Un leggero richiamo tostato ben presto lascia la scena a spezie dolci, frutta macerata, soffi vegetali e balsamici, in una bella e precisa progressione. Moderno e coinvolgente. Il tannino è ancora in primo piano, a dare equilibrio a una struttura sontuosa e a coadiuvare tanta freschezza e una gustosa sapidità Sosta per 2 anni in botti grandi e per lo stesso tempo in bottiglia. ",,Italia,,,,,,2
,0001337,,,,,,2015,Cannubi,Barolo Cannubi,DOCG,Barolo,Tenuta Carretta,Piemonte,3,60-64,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,10k,36 mesi in botte grande,,,Italia,,,,,,2
,0001337,,,,,,2016,Cannubi,Barolo Cannubi,DOCG,Barolo,Tenuta Carretta,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,4k,36 mesi in botte grande,,,Italia,,,,,,2
IN,0001337-1,1.69,9,0.20,8,3.0,,Cannubi,Barolo Cannubi,DOCG,Barolo,Tenuta Carretta,Piemonte,3★,45-49,Nebbiolo 100%,Nocette di agnello alla mela – Coda alla vaccinara – Cinghiale in umido,na,,na,,na,Rosso fermo,14,4k-10k,24-36 mesi in botte grande,,,Italia,,,,,,1
,0001336,,,,,,2012,Cannubi – Riserva,Barolo Cannubi Riserva Selezione Franco Miroglio,DOCG,Barolo,Tenuta Carretta,Piemonte,3,100-124,Nebbiolo 100%,Brasato di manzo al vino rosso,86,,86,,na,Rosso fermo,14,1k,36 mesi in barrique,"Soave veste rosso granato. Naso moderno e intenso, che apre su  note torrefatte e su un ventaglio di frutta dolce. Piccole spezie, ventate balsamiche ed erbe aromatiche impreziosiscono il ricco profilo. In bocca si dimostra già equilibrato, persistente, con un tannino elegante e intimamente legato all'area. Buono e appagante, matura in barrique per 36 mesi, poi affina per altri 24 in bottiglia. ",,Italia,,,,,,2
